Mutant,File,Line,Index,Mutator,Status,Equivalent,Confidence,Time,Comments
9243,org/apache/commons/imaging/icc/IccTag.java,71,28,ReturnValsMutator,SURVIVED,no,high,1 min,
9338,org/apache/commons/imaging/formats/pnm/PpmFileInfo.java,111,64,MathMutator,NO_COVERAGE,no,high,1 min,
9432,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoGpsText.java,152,136,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
9445,org/apache/commons/imaging/formats/pcx/PcxImageParser.java,226,188,MathMutator,NO_COVERAGE,no,high,1 min,
9560,org/apache/commons/imaging/ColorTools.java,245,56,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
9851,org/apache/commons/imaging/formats/png/chunks/PngChunkItxt.java,109,5,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
10179,org/apache/commons/imaging/formats/tiff/TiffContents.java,100,139,VoidMethodCallMutator,NO_COVERAGE,no,medium,1 min,Debug.debug()
10220,org/apache/commons/imaging/common/BinaryConstant.java,55,21,NegateConditionalsMutator,NO_COVERAGE,no,high,1 min,
10252,org/apache/commons/imaging/formats/psd/dataparsers/DataParserIndexed.java,26,85,IncrementsMutator,SURVIVED,no,high,1 min,
10493,org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeRational.java,46,26,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
10588,org/apache/commons/imaging/formats/psd/dataparsers/DataParserRgb.java,25,11,MathMutator,SURVIVED,no,high,1 min,
10622,org/apache/commons/imaging/formats/pnm/PamFileInfo.java,139,67,MathMutator,SURVIVED,no,high,1 min,
10632,org/apache/commons/imaging/common/mylzw/BitsToByteInputStream.java,39,20,MathMutator,NO_COVERAGE,no,high,1 min,
10755,org/apache/commons/imaging/formats/png/PngWriter.java,332,4,NegateConditionalsMutator,NO_COVERAGE,no,high,1 min,
10934,org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeShort.java,49,59,NegateConditionalsMutator,NO_COVERAGE,no,high,1 min,
10952,org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeDouble.java,51,59,ConditionalsBoundaryMutator,NO_COVERAGE,no,high,1 min,
11276,org/apache/commons/imaging/formats/tiff/taginfos/TagInfo.java,108,4,ReturnValsMutator,SURVIVED,no,high,1 min,
11308,org/apache/commons/imaging/formats/tiff/write/TiffOutputDirectory.java,603,7,NegateConditionalsMutator,SURVIVED,no,high,1 min,
11448,org/apache/commons/imaging/formats/png/transparencyfilters/TransparencyFilterGrayscale.java,38,6,NegateConditionalsMutator,SURVIVED,no,high,1 min,
11526,org/apache/commons/imaging/formats/jpeg/segments/ComSegment.java,47,31,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
