Mutant,File,Line,Index,Mutator,Status,Equivalent,Confidence,Time,Comments
18761,org/apache/commons/math3/geometry/euclidean/threed/FieldRotation.java,985,1603,ConditionalsBoundaryMutator,SURVIVED,no,medium ,2 min,similar to mutant 8999.
19182,org/apache/commons/math3/util/FastMathCalc.java,149,244,MathMutator,NO_COVERAGE,no,high,5 min,"Mutation assigns unexpected values to the array, then it calls an external method in line 158 using this array as argument."
19229,org/apache/commons/math3/util/FastMathCalc.java,626,23,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,method has some impl
19300,org/apache/commons/math3/util/FastMathCalc.java,239,163,MathMutator,NO_COVERAGE,no,high,1 min,returns in unexpected value
19302,org/apache/commons/math3/util/FastMathCalc.java,218,71,NegateConditionalsMutator,NO_COVERAGE,no,high,5 min,"with mutation the even entries might get skipped and one can keep track of which positional elements of the array FACT are argumented, and also other possibillities"
19668,org/apache/commons/math3/linear/SparseFieldVector.java,201,52,ReturnValsMutator,NO_COVERAGE,no,high,1 min,return value mutated.
23477,org/apache/commons/math3/special/Erf.java,200,389,MathMutator,SURVIVED,no,high,2 min,the effect propogates to the return value.
23984,org/apache/commons/math3/analysis/interpolation/TricubicInterpolatingFunction.java,343,53,MathMutator,NO_COVERAGE,no,high,1 min,"since all the variable in the if condition are external to the function, mutation is killable."
24935,org/apache/commons/math3/geometry/euclidean/twod/Vector2D.java,221,16,MathMutator,NO_COVERAGE,no,high,3 min,
24964,org/apache/commons/math3/util/Precision.java,377,44,ConditionalsBoundaryMutator,SURVIVED,no,high,2 min,
25379,org/apache/commons/math3/geometry/partitioning/utilities/OrderedTuple.java,141,44,ConditionalsBoundaryMutator,NO_COVERAGE,no,high,3 min,"When  =, it throws out of bound exception."
25484,org/apache/commons/math3/geometry/partitioning/utilities/OrderedTuple.java,427,87,MathMutator,NO_COVERAGE,no,high,2 min,returns unexpected return value.
25910,org/apache/commons/math3/distribution/PoissonDistribution.java,387,461,MathMutator,SURVIVED,no,Low,5 min,effect might propogate to return value
26290,org/apache/commons/math3/stat/inference/TTest.java,361,5,VoidMethodCallMutator,SURVIVED,no,high,1 min,
26332,org/apache/commons/math3/random/EmpiricalDistribution.java,639,18,ConditionalsBoundaryMutator,SURVIVED,no,high,1 min,"x, max are external to the function"
26894,org/apache/commons/math3/distribution/TriangularDistribution.java,114,5,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
27450,org/apache/commons/math3/util/OpenIntToDoubleHashMap.java,309,157,MathMutator,SURVIVED,no,high,2 min,In each iteration ‘j’ value gets effected and this prpogates to the return value of the function
27622,org/apache/commons/math3/stat/descriptive/MultivariateSummaryStatistics.java,401,78,MathMutator,SURVIVED,no,high,1 min,
27993,org/apache/commons/math3/optimization/univariate/BrentOptimizer.java,84,11,ConditionalsBoundaryMutator,SURVIVED,no,high,3 min,"rel, MIN_realtive_tolerance are external to the function"
28588,org/apache/commons/math3/ode/ContinuousOutputModel.java,263,55,ConditionalsBoundaryMutator,SURVIVED,no,high,3 min,"Since value in if condition can be calculated external to the function, and in line 264 external varibale is been updated."
28905,org/apache/commons/math3/stat/regression/RegressionResults.java,240,5,NegateConditionalsMutator,SURVIVED,no,high,1 min,since parameters is external to the function
28977,org/apache/commons/math3/geometry/euclidean/threed/PolyhedronsSet.java,590,32,NegateConditionalsMutator,SURVIVED,no,high,1 min,NP exception
29894,org/apache/commons/math3/geometry/spherical/twod/SphericalPolygonsSet.java,523,256,ConditionalsBoundaryMutator,SURVIVED,no,Low,15 min,"< to <=, means the enclosingS2 object is updated in line 524, which was not intended when =, so the behaviour of return value might not be as expected"
30167,org/apache/commons/math3/fitting/HarmonicFitter.java,302,125,MathMutator,SURVIVED,no,high,3 min,"Due to mutation, unexpected values are assigned to the variables and this effect propogates to the return value(i.e array aOmega)"
30299,org/apache/commons/math3/analysis/solvers/UnivariateSolverUtils.java,140,134,NegateConditionalsMutator,NO_COVERAGE,no,medium ,5 min,
30435,org/apache/commons/math3/optimization/univariate/BracketFinder.java,271,5,ReturnValsMutator,NO_COVERAGE,no,high,1 min,return value mutated.
30492,org/apache/commons/math3/optimization/univariate/BracketFinder.java,182,364,MathMutator,SURVIVED,no,high,10 min,"this effects variable in line 183 and propogates to 191, line 199, which is assigned to variable external to the function"
30926,org/apache/commons/math3/optim/univariate/BracketFinder.java,165,256,MathMutator,SURVIVED,no,high,5 min,"change propogates from line 165 to 192 and 192 to 200, which has an external variable."
31042,org/apache/commons/math3/ml/clustering/KMeansPlusPlusClusterer.java,481,72,ReturnValsMutator,NO_COVERAGE,no,high,1 min,return value mutated.
31184,org/apache/commons/math3/analysis/interpolation/TricubicSplineInterpolator.java,162,725,MathMutator,SURVIVED,no,high,2 min,
31422,org/apache/commons/math3/stat/clustering/KMeansPlusPlusClusterer.java,356,270,MathMutator,SURVIVED,no,medium ,15 min,behaviour change of object ‘resultSet’ might be observed
31798,org/apache/commons/math3/util/MathUtils.java,196,19,NegateConditionalsMutator,SURVIVED,no,high,1 min,since variables sign and magnitude are external to the function
31805,org/apache/commons/math3/util/MathUtils.java,121,10,ConditionalsBoundaryMutator,SURVIVED,no,high,2 min,returns unexpected value.
33790,org/apache/commons/math3/analysis/integration/gauss/HermiteRuleFactory.java,114,214,MathMutator,SURVIVED,no,high,2 min,"due to mutation, the effect propogates up to the return value of the function."
35113,org/apache/commons/math3/ode/sampling/NordsieckStepInterpolator.java,243,76,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
35185,org/apache/commons/math3/ode/nonstiff/AdamsMoultonIntegrator.java,275,272,ConditionalsBoundaryMutator,SURVIVED,no,medium ,5 min,can be verified by checking the call to the method in line 279
35234,org/apache/commons/math3/ode/nonstiff/AdamsMoultonIntegrator.java,297,373,VoidMethodCallMutator,SURVIVED,no,high,1 min,
