Mutant,File,Line,Index,Mutator,Status,Equivalent,Confidence,Time,Comments
5342,org/apache/commons/compress/archivers/dump/DumpArchiveEntry.java,696,5,ReturnValsMutator,NO_COVERAGE,no,high,3 min,Return value mutated
5347,org/apache/commons/compress/archivers/dump/DumpArchiveEntry.java,752,5,ReturnValsMutator,NO_COVERAGE,no,high,2 min,Return value mutated
5363,org/apache/commons/compress/archivers/dump/DumpArchiveEntry.java,394,8,MathMutator,SURVIVED,no,high,2 min,"while idx is external, and & to | results in returning unexpected values."
5375,org/apache/commons/compress/archivers/dump/DumpArchiveEntry.java,472,113,MathMutator,SURVIVED,no,low,15 min,Could effect the ‘mtime’
5428,org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java,336,43,MathMutator,NO_COVERAGE,no,high,3 min,
5448,org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java,351,179,MathMutator,NO_COVERAGE,no,high,1 min,Similar to mutant 5450
5450,org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java,351,183,MathMutator,NO_COVERAGE,no,high,4 min,Copies unexpected data of different positions from source to destination array
5456,org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java,354,217,MathMutator,NO_COVERAGE,no,high,3 min,Similar to mutant 5461
5461,org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java,355,233,MathMutator,NO_COVERAGE,no,high,5 min,Returns unexpected values
5482,org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java,365,343,MathMutator,NO_COVERAGE,no,high,1 min,Similar to mutant 5450
5699,org/apache/commons/compress/compressors/snappy/FramedSnappyCompressorInputStream.java,188,9,ReturnValsMutator,NO_COVERAGE,no,high,3 min,
6396,org/apache/commons/compress/compressors/lz4/FramedLZ4CompressorOutputStream.java,220,75,VoidMethodCallMutator,NO_COVERAGE,no,high,3 min,Method has its impl
7078,org/apache/commons/compress/archivers/zip/BinaryTree.java,145,160,ConditionalsBoundaryMutator,SURVIVED,no,high,15 min,"array in line 151 is updated, so can be unit tested"
7152,org/apache/commons/compress/archivers/zip/GeneralPurposeBit.java,218,54,ReturnValsMutator,NO_COVERAGE,no,high,2 min,
7212,org/apache/commons/compress/archivers/zip/X7875_NewUnix.java,293,16,MathMutator,SURVIVED,no,high,1 min,Similar to mutant 7213
7213,org/apache/commons/compress/archivers/zip/X7875_NewUnix.java,294,24,MathMutator,SURVIVED,no,high,3 min,results in unexpectd hc value.
7246,org/apache/commons/compress/archivers/dump/DumpArchiveSummary.java,327,62,ReturnValsMutator,NO_COVERAGE,no,high,3 min,
7253,org/apache/commons/compress/archivers/dump/DumpArchiveSummary.java,200,5,ReturnValsMutator,NO_COVERAGE,no,high,3 min,Return value mutated
7314,org/apache/commons/compress/compressors/z/ZCompressorInputStream.java,142,43,ReturnValsMutator,NO_COVERAGE,no,high,3 min,Return value mutated
7782,org/apache/commons/compress/archivers/zip/UnshrinkingInputStream.java,112,79,VoidMethodCallMutator,NO_COVERAGE,no,high,3 min,It sets the new table size
7802,org/apache/commons/compress/archivers/sevenz/AES256SHA256Decoder.java,48,54,MathMutator,SURVIVED,no,high,5 min,
8249,org/apache/commons/compress/compressors/zstandard/ZstdUtils.java,138,4,ReturnValsMutator,NO_COVERAGE,no,low,5 min,
8251,org/apache/commons/compress/compressors/zstandard/ZstdUtils.java,78,18,ReturnValsMutator,NO_COVERAGE,no,low,10 min,
8489,org/apache/commons/compress/utils/ChecksumVerifyingInputStream.java,100,9,ReturnValsMutator,SURVIVED,no,high,5 min,
8585,org/apache/commons/compress/archivers/Lister.java,71,15,ReturnValsMutator,NO_COVERAGE,no,high,3 min,"Return value mutated, and can be tested using power mockito."
8790,org/apache/commons/compress/compressors/lzma/LZMACompressorInputStream.java,140,28,ReturnValsMutator,SURVIVED,no,high,3 min,Return value mutated
8825,org/apache/commons/compress/archivers/zip/PKWareExtraHeader.java,191,18,VoidMethodCallMutator,NO_COVERAGE,no,high,10 min,
8865,org/apache/commons/compress/archivers/sevenz/CLI.java,72,13,NegateConditionalsMutator,NO_COVERAGE,no,medium,5 min,unexpected impl due to mutation.
8895,org/apache/commons/compress/compressors/brotli/BrotliCompressorInputStream.java,72,6,ReturnValsMutator,NO_COVERAGE,no,high,3 min,
9004,org/apache/commons/compress/archivers/zip/ParallelScatterZipCreator.java,272,14,MathMutator,SURVIVED,no,high,3 min,
9043,org/apache/commons/compress/archivers/sevenz/CLI.java,130,86,VoidMethodCallMutator,NO_COVERAGE,no,low,15 min,
9099,org/apache/commons/compress/archivers/sevenz/SevenZFile.java,1005,10,NegateConditionalsMutator,SURVIVED,no,low,15 min,
9124,org/apache/commons/compress/compressors/pack200/Pack200Utils.java,147,288,VoidMethodCallMutator,NO_COVERAGE,no,low,10 min,
9125,org/apache/commons/compress/compressors/pack200/Pack200Utils.java,80,6,VoidMethodCallMutator,NO_COVERAGE,no,high,3 min,
9193,org/apache/commons/compress/archivers/zip/ScatterZipOutputStream.java,130,20,VoidMethodCallMutator,SURVIVED,no,low,15 min,
9294,org/apache/commons/compress/archivers/dump/DumpArchiveEntry.java,842,60,ReturnValsMutator,SURVIVED,no,high,5 min,Return value mutated
9328,org/apache/commons/compress/archivers/sevenz/Coders.java,212,6,VoidMethodCallMutator,NO_COVERAGE,no,high,5 min,
9411,org/apache/commons/compress/archivers/dump/DumpArchiveConstants.java,88,38,ReturnValsMutator,NO_COVERAGE,no,high,5 min,Throws runtime exceptions
9503,org/apache/commons/compress/archivers/arj/MainHeader.java,100,278,ReturnValsMutator,NO_COVERAGE,no,high,3 min,
