Mutant,File,Line,Index,Mutator,Status,Equivalent,Confidence,Time,Comments
2365,examples/telnet/TelnetClientExample.java,187,478,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
2375,examples/telnet/TelnetClientExample.java,229,628,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
2585,examples/ftp/TFTPExample.java,213,16,NegateConditionalsMutator,NO_COVERAGE,no,high,3 min,
2653,org/apache/commons/net/ftp/parser/MLSxEntryParser.java,165,335,NegateConditionalsMutator,SURVIVED,no,high,3 min,
2898,org/apache/commons/net/nntp/NNTP.java,344,5,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
2944,examples/mail/IMAPImportMbox.java,119,298,IncrementsMutator,NO_COVERAGE,no,high,2 min,change in ouput can be observed from line 146
2980,examples/mail/IMAPImportMbox.java,162,59,NegateConditionalsMutator,NO_COVERAGE,no,high,10 min,
2997,org/apache/commons/net/smtp/SMTP.java,224,105,NegateConditionalsMutator,NO_COVERAGE,no,high,5 min,Index out of bound exception
3002,org/apache/commons/net/smtp/SMTP.java,250,164,NegateConditionalsMutator,NO_COVERAGE,no,high,2 min,
3104,org/apache/commons/net/ntp/TimeInfo.java,208,195,ConditionalsBoundaryMutator,SURVIVED,no,medium,20 min,
3208,org/apache/commons/net/imap/IMAPClient.java,254,24,NegateConditionalsMutator,NO_COVERAGE,no,high,3 min,NP exception
3295,examples/ftp/ServerToServerFTP.java,213,377,VoidMethodCallMutator,NO_COVERAGE,no,high,2 min,
3349,org/apache/commons/net/io/DotTerminatedMessageReader.java,212,12,NegateConditionalsMutator,NO_COVERAGE,no,high,5 min,eof is external to the function
3513,org/apache/commons/net/ftp/FTPFile.java,529,57,NegateConditionalsMutator,NO_COVERAGE,no,high,3 min,
3514,org/apache/commons/net/ftp/FTPFile.java,534,77,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
3516,org/apache/commons/net/ftp/FTPFile.java,459,5,NegateConditionalsMutator,NO_COVERAGE,no,high,2 min,
3531,org/apache/commons/net/smtp/SMTPClient.java,176,6,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
3601,examples/mail/POP3Mail.java,141,301,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
3704,examples/mail/IMAPExportMbox.java,375,88,MathMutator,NO_COVERAGE,no,high,1 min,
3906,org/apache/commons/net/io/FromNetASCIIInputStream.java,218,26,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
3975,org/apache/commons/net/tftp/TFTPDataPacket.java,88,27,ConditionalsBoundaryMutator,SURVIVED,yes,high,5 min,
4017,org/apache/commons/net/pop3/POP3SClient.java,356,5,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
4039,org/apache/commons/net/imap/AuthenticatingIMAPClient.java,234,48,MathMutator,NO_COVERAGE,no,high,2 min,
4041,org/apache/commons/net/imap/AuthenticatingIMAPClient.java,236,61,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
4054,org/apache/commons/net/imap/AuthenticatingIMAPClient.java,213,254,NegateConditionalsMutator,NO_COVERAGE,no,high,2 min,
4674,org/apache/commons/net/time/TimeUDPClient.java,83,30,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
4679,org/apache/commons/net/nntp/NNTPReply.java,87,8,NegateConditionalsMutator,NO_COVERAGE,no,high,1 min,
4682,org/apache/commons/net/nntp/NNTPReply.java,153,8,ConditionalsBoundaryMutator,NO_COVERAGE,no,high,2 min,reply is external to the function
4784,org/apache/commons/net/DefaultSocketFactory.java,149,35,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
4795,org/apache/commons/net/DefaultSocketFactory.java,173,22,VoidMethodCallMutator,NO_COVERAGE,no,high,2 min,
4896,examples/Main.java,82,150,NegateConditionalsMutator,NO_COVERAGE,no,high,15 min,
4906,examples/Main.java,90,197,VoidMethodCallMutator,NO_COVERAGE,no,high,2 min,
4984,org/apache/commons/net/imap/IMAPReply.java,171,13,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
5030,examples/unix/daytime.java,44,11,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
5049,examples/unix/rdate.java,66,6,NegateConditionalsMutator,NO_COVERAGE,no,high,1 min,
5104,org/apache/commons/net/tftp/TFTPAckPacket.java,137,54,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
