Mutant,File,Line,Index,Mutator,Status,Equivalent,Confidence,Time,Comments
7782,org/apache/commons/compress/archivers/zip/UnshrinkingInputStream.java,112,79,VoidMethodCallMutator,NO_COVERAGE,no,medium,1 min,
7802,org/apache/commons/compress/archivers/sevenz/AES256SHA256Decoder.java,48,54,MathMutator,SURVIVED,no,high,1 min,decoding
8249,org/apache/commons/compress/compressors/zstandard/ZstdUtils.java,138,4,ReturnValsMutator,NO_COVERAGE,no,low,2 min,"""only exists to support unit tests"""
8251,org/apache/commons/compress/compressors/zstandard/ZstdUtils.java,78,18,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
8489,org/apache/commons/compress/utils/ChecksumVerifyingInputStream.java,100,9,ReturnValsMutator,SURVIVED,no,high,1 min,
8585,org/apache/commons/compress/archivers/Lister.java,71,15,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
8790,org/apache/commons/compress/compressors/lzma/LZMACompressorInputStream.java,140,28,ReturnValsMutator,SURVIVED,no,high,1 min,
8825,org/apache/commons/compress/archivers/zip/PKWareExtraHeader.java,191,18,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
8865,org/apache/commons/compress/archivers/sevenz/CLI.java,72,13,NegateConditionalsMutator,NO_COVERAGE,no,high,1 min,
8895,org/apache/commons/compress/compressors/brotli/BrotliCompressorInputStream.java,72,6,ReturnValsMutator,NO_COVERAGE,no,low,10 min,broken project? Missing files? Could not find declaration/implementation
9004,org/apache/commons/compress/archivers/zip/ParallelScatterZipCreator.java,272,14,MathMutator,SURVIVED,no,high,1 min,
9043,org/apache/commons/compress/archivers/sevenz/CLI.java,130,86,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
9099,org/apache/commons/compress/archivers/sevenz/SevenZFile.java,1005,10,NegateConditionalsMutator,SURVIVED,no,high,1 min,
9124,org/apache/commons/compress/compressors/pack200/Pack200Utils.java,147,288,VoidMethodCallMutator,NO_COVERAGE,no,medium,1 min,will not delete file on exit
9125,org/apache/commons/compress/compressors/pack200/Pack200Utils.java,80,6,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
9193,org/apache/commons/compress/archivers/zip/ScatterZipOutputStream.java,130,20,VoidMethodCallMutator,SURVIVED,no,high,1 min,stream.close()
9294,org/apache/commons/compress/archivers/dump/DumpArchiveEntry.java,842,60,ReturnValsMutator,SURVIVED,no,high,1 min,
9328,org/apache/commons/compress/archivers/sevenz/Coders.java,212,6,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,outstream.write
9411,org/apache/commons/compress/archivers/dump/DumpArchiveConstants.java,88,38,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
9503,org/apache/commons/compress/archivers/arj/MainHeader.java,100,278,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
