Mutant,File,Line,Index,Mutator,Status,Equivalent,Confidence,Time,Comments
7594,org/apache/commons/imaging/common/bytesource/ByteSourceInputStream.java,126,19,ConditionalsBoundaryMutator,SURVIVED,no,medium,5 min,"off is external to the function, can be unit tested"
7664,org/apache/commons/imaging/formats/bmp/PixelParserBitFields.java,106,217,InvertNegsMutator,SURVIVED,no,low,10 min,
7702,org/apache/commons/imaging/formats/bmp/PixelParserBitFields.java,116,23,MathMutator,NO_COVERAGE,no,high,2 min,
8254,org/apache/commons/imaging/palette/MedianCutQuantizer.java,116,147,NegateConditionalsMutator,SURVIVED,yes,high,15 min,"since mediancut is external to the function, we can keep track of the calls"
8269,org/apache/commons/imaging/FormatCompliance.java,130,37,ReturnValsMutator,NO_COVERAGE,no,high,1 min,Return value mutated
8329,org/apache/commons/imaging/formats/jpeg/JpegUtils.java,141,94,ReturnValsMutator,NO_COVERAGE,no,high,2 min,marker is external to the function
8366,org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterYCbCr.java,55,36,MathMutator,NO_COVERAGE,no,high,2 min,"It effects line 59,63,64"
8398,org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterYCbCr.java,82,104,MathMutator,NO_COVERAGE,no,low,2 min,Since imageBuilder is external to the function and the behaviour can be untitested after the function
8433,org/apache/commons/imaging/palette/QuantizedPalette.java,54,32,MathMutator,SURVIVED,no,high,1 min,
8462,org/apache/commons/imaging/formats/icns/IcnsType.java,154,52,ReturnValsMutator,NO_COVERAGE,no,high,1 min,throws exception
8476,org/apache/commons/imaging/formats/icns/IcnsType.java,118,33,ReturnValsMutator,NO_COVERAGE,no,high,1 min,return value mutated to null
8533,org/apache/commons/imaging/common/ImageBuilder.java,71,8,ConditionalsBoundaryMutator,SURVIVED,no,high,1 min,width is external to the function
8899,org/apache/commons/imaging/common/bytesource/ByteSourceInputStream.java,248,34,NegateConditionalsMutator,NO_COVERAGE,no,high,15 min,streamLength is external and is updated in line 251.
8920,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut.java,77,204,IncrementsMutator,NO_COVERAGE,no,low,15 min,
8963,org/apache/commons/imaging/formats/jpeg/JpegImageMetadata.java,131,9,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
8974,org/apache/commons/imaging/formats/jpeg/JpegImageMetadata.java,86,14,ReturnValsMutator,NO_COVERAGE,no,high,2 min,
8985,org/apache/commons/imaging/formats/jpeg/JpegImageMetadata.java,184,58,ReturnValsMutator,NO_COVERAGE,no,high,1 min,throws exception
9142,org/apache/commons/imaging/icc/IccProfileInfo.java,75,5,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
9243,org/apache/commons/imaging/icc/IccTag.java,71,28,ReturnValsMutator,SURVIVED,no,high,1 min,
9338,org/apache/commons/imaging/formats/pnm/PpmFileInfo.java,111,64,MathMutator,NO_COVERAGE,no,high,1 min,
9432,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoGpsText.java,152,136,ReturnValsMutator,NO_COVERAGE,no,high,1 min,Return value mutated
9445,org/apache/commons/imaging/formats/pcx/PcxImageParser.java,226,188,MathMutator,NO_COVERAGE,no,high,2 min,Can result in unexpected printing
9560,org/apache/commons/imaging/ColorTools.java,245,56,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
9851,org/apache/commons/imaging/formats/png/chunks/PngChunkItxt.java,109,5,ReturnValsMutator,NO_COVERAGE,no,high,1 min,Return value mutated
10179,org/apache/commons/imaging/formats/tiff/TiffContents.java,100,139,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
10220,org/apache/commons/imaging/common/BinaryConstant.java,55,21,NegateConditionalsMutator,NO_COVERAGE,no,high,2 min,
10252,org/apache/commons/imaging/formats/psd/dataparsers/DataParserIndexed.java,26,85,IncrementsMutator,SURVIVED,no,high,3 min,
10493,org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeRational.java,46,26,ReturnValsMutator,NO_COVERAGE,no,medium,5 min,Return value mutated
10588,org/apache/commons/imaging/formats/psd/dataparsers/DataParserRgb.java,25,11,MathMutator,SURVIVED,no,high,1 min,
10622,org/apache/commons/imaging/formats/pnm/PamFileInfo.java,139,67,MathMutator,SURVIVED,no,high,1 min,Results in unexpected return value
10632,org/apache/commons/imaging/common/mylzw/BitsToByteInputStream.java,39,20,MathMutator,NO_COVERAGE,no,high,3 min,'i’ value gets effected.
10755,org/apache/commons/imaging/formats/png/PngWriter.java,332,4,NegateConditionalsMutator,NO_COVERAGE,no,high,1 min,since rgb is external to the function
10934,org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeShort.java,49,59,NegateConditionalsMutator,NO_COVERAGE,no,high,2 min,
10952,org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeDouble.java,51,59,ConditionalsBoundaryMutator,NO_COVERAGE,no,high,3 min,out of bound exception
11276,org/apache/commons/imaging/formats/tiff/taginfos/TagInfo.java,108,4,ReturnValsMutator,SURVIVED,no,high,1 min,
11308,org/apache/commons/imaging/formats/tiff/write/TiffOutputDirectory.java,603,7,NegateConditionalsMutator,SURVIVED,no,high,3 min,
11448,org/apache/commons/imaging/formats/png/transparencyfilters/TransparencyFilterGrayscale.java,38,6,NegateConditionalsMutator,SURVIVED,no,high,1 min,
11526,org/apache/commons/imaging/formats/jpeg/segments/ComSegment.java,47,31,ReturnValsMutator,NO_COVERAGE,no,high,1 min,Return value mutated
